TIC_ID,label,period,depth_ppm,duration_hr,sectors,n_sectors,mission
2854839,0,1.05569286,37.5,1.289,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7515212,1,31.80475991,360.6,8.699,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7529266,1,8.600153929,4510.2,9.0015,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11553706,0,3.719809197,2958.2,3.5317,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
2449053,0,0.73975345,481.8,4.2,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10489525,0,1.612249049,154.0,4.235,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7598128,0,44.258173075,20541.7,7.58264,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11858979,0,3.05933906,1169.2,1.7332,[1],1,Kepler
5900390,0,0.624677585,37.3,2.411,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5444334,0,0.759763198,202.5,3.083,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10139620,0,372.37369,666.1,12.33,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8686373,1,126.55719,366.4,8.079,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5386264,0,12.435190544,71.9,3.8305,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3218844,0,85.112898,513.8,2.503,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
3542222,0,0.504426087,614.5,1.6276,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5530112,1,9.6887216,655.5,2.0,[1],1,Kepler
6226908,1,19.597317,1014.1,4.508,"[1, 2, 3, 4, 5, 6, 7]",7,Kepler
5906694,1,13.06243545,464.3,3.244,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10186945,0,0.793663156,186.2,0.8244,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4636565,0,2.81401302,55.7,5.801,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9956082,1,3.74031708,165.6,2.394,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3241647,0,0.851678507,67.9,2.028,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7761585,0,205.30627,671.0,7.86,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3241248,0,0.978046982,838.8,2.6137,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9716302,0,1.332566763,384.9,4.001,"[1, 2, 3, 4, 5, 6, 7, 8]",8,Kepler
2708286,0,1.89131005,155.6,5.687,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6755944,1,0.692978457,61.0,1.1366,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
10419797,0,87.140633,,18.11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
6515335,0,185.53285,877.0,31.46,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7777471,0,0.885131111,93.2,3.377,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10294509,0,1.85447373,306.8,2.665,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
3003019,0,0.502622858,146.0,3.085,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
9334893,1,31.8055128,141.7,3.979,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10000941,1,3.50472344,90.7,1.9464,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9455677,1,124.827797,647.5,6.479,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7690855,0,0.786260569,877.1,4.556,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5649837,0,0.597934463,515.0,3.1225,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10141938,0,360.76458,383.7,21.22,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8029197,0,2.15292788,41.4,3.043,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
12257886,0,2.61585431,169.8,6.519,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11465651,1,31.3351094,264.9,6.071,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5036480,0,1.061002863,142.4,1.962,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10275077,0,363.35755,395.3,19.85,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6592832,0,0.924821319,122.4,2.594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8524346,0,4.4697452,241.5,5.33,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3937814,1,214.881456,759.2,9.581,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5551228,0,122.906853,819.7,15.97,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
5471271,0,12.422216754,54.5,6.5533,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5881120,1,4.85018974,64.5,5.676,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3248696,0,383.43595,1228.0,11.059,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4548098,1,3.82315697,47.2,2.388,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5306383,0,0.842336445,80.1,1.519,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5041847,0,0.914468919,3426.3,2.695,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3836558,0,1.54039744,127.6,1.787,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6106282,1,101.1107014,878.1,8.029,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",13,Kepler
4946584,0,0.907943645,1028.9,1.9144,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6463499,0,94.446856,436.4,7.502,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8254882,0,0.92565941,30.0,1.488,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6042031,0,0.537110149,92.0,1.7976,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4078311,1,9.84262076,626.4,1.6018,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
5475735,0,2.99194823,99.6,4.39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10075409,0,360.33012,1022.0,15.16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7038096,0,0.566803149,246.0,1.643,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3345973,0,15.3466028,238.5,4.966,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11972872,0,0.531106622,5133.6,3.0293,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9899233,0,1.332547503,130.3,4.521,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3103227,1,225.585245,754.9,11.166,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4850961,1,24.4972683,449.1,5.43,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
3102309,0,4.20253859,31.5,5.389,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8521059,0,0.535578808,193.6,1.7973,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5217574,0,0.89486317,172.0,2.657,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8439323,1,4.62602867,346.9,0.643,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3230095,0,7.04716175,150.8,2.693,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6862332,0,119.0192648,1977.0,8.1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
10714072,1,8.40693068,167.1,1.866,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10992011,0,0.974479091,221.2,1.866,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8128247,0,3.57017774,79.6,4.473,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6276994,0,1.10601182,52.9,2.577,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9674564,0,6.873655305,181.3,3.5415,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5688683,1,2.790643481,202.0,0.6871,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
6607644,1,0.971915957,73.7,1.6023,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7610663,1,3.03196812,81.5,1.723,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5565707,0,1.2940561,51.2,0.97,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
1293031,0,0.53936593,145.0,5.434,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
2859299,0,0.643703667,172.0,0.801,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4067110,0,0.735146413,275.4,5.053,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",15,Kepler
8694309,0,0.827351796,44.7,2.1885,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7818447,0,0.618952198,8324.1,2.8244,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11569475,0,1.31723412,422.7,7.284,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8951205,1,4.95060632,309.5,1.719,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5700900,0,379.08202,1609.1,33.87,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
7026477,0,366.31509,336.0,12.41,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9402583,0,0.536544193,159.5,2.918,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
7838675,1,1.005205893,97.5,1.63,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8700537,0,43.796785,256.3,18.84,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10858785,0,0.952371227,352.5,3.926,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9640907,0,1.089088292,141.7,1.8599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9551430,0,7.7553808,839.6,22.321,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
3228986,0,0.730949487,87.3,2.367,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7100673,1,3.95116635,60.9,2.566,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4138557,0,0.991552822,607.2,1.135,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
2708278,0,1.89124187,105.8,4.415,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3747817,1,184.77271,951.4,9.568,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8483366,0,392.49728,1062.0,10.53,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10089911,1,6.96704926,213.7,3.73,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",15,Kepler
3247404,0,8.8109721,24048.0,4.822,"[1, 2, 3, 4, 5, 6]",6,Kepler
11415243,1,168.81133,614.4,6.582,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7773179,0,2.15681538,106.5,5.115,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11017094,0,0.708563091,414.5,6.347,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
5956633,0,366.24282,733.7,15.76,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9899065,0,1.33256418,162.3,4.701,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
5471792,0,12.4258833,93.6,24.83,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11145831,0,1.387838134,136.8,2.252,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11444952,0,0.678349364,486.0,3.092,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8647295,0,1.022028468,1344.5,8.866,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3444098,0,0.72359699,495.6,1.326,"[1, 2]",2,Kepler
5112567,0,1.6156052,1582.0,14.55,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
2708343,0,1.8913182,202.3,4.374,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3235282,0,494.165759,1440.0,2.239,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3348090,0,2.43585046,60.5,2.088,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9282762,0,1.33255441,106.7,3.828,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
3117046,0,359.1015,496.5,11.461,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6311520,0,0.941840589,388.3,5.06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5201115,0,1.728521892,92.2,3.361,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
2708203,0,1.89125855,67.9,5.415,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4150496,0,8.65312868,508.6,3.376,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
9655005,0,1.39862757,45.5,9.625,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3851194,0,0.918510251,52.6,2.587,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5092655,0,0.783258387,328.5,2.2926,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
3955817,1,4.24263096,187.6,2.582,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10661778,0,1.231363214,4774.7,5.8101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5513857,0,0.755101928,119.8,3.044,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",13,Kepler
10272389,0,4.56447463,208.4,6.415,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4679687,0,1.027904857,2381.2,1.6381,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
7968683,0,367.95566,1414.1,21.877,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10360722,1,163.692336,1138.0,6.853,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
9091755,0,1.106529843,319.5,6.258,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3852476,0,111.741576,238.8,3.83,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6349881,1,198.088873,1027.7,7.955,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9851970,0,1.08193721,115.3,4.788,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
5726910,0,2.43142974,146.6,2.713,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
1718958,1,1.41975831,60.9,1.429,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6428794,1,169.135056,640.7,8.931,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3228825,0,0.73095491,29.6,2.206,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4673628,1,3.951383138,405.7,1.0582,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
9099950,0,1.111362442,133.9,6.24,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9272070,1,8.10503551,209.9,4.459,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5088400,1,8.82715783,368.6,2.019,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4669402,0,143.196381,618.1,10.424,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
3757407,0,9.089151782,110.1,3.1886,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",15,Kepler
4769931,0,1.87886973,181.9,3.876,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9220612,0,0.979161676,160.2,2.942,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6806695,0,0.855922327,130.9,1.514,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3858943,0,25.9528725,164.1,12.434,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
10858803,0,0.952374508,204.8,3.006,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6129694,0,0.936751792,26.4,5.658,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5957181,0,393.34331,1750.0,9.481,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7601918,0,0.621361411,45.0,1.0628,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6119877,0,250.23760741,,16.58,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
7211879,0,0.594310785,112.5,0.9994,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8087812,1,27.2106807,99.4,10.515,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4863956,0,4.31978105,65.8,7.204,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5308537,1,14.2651545,66.3,3.601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5281113,1,11.17931581,90.6,3.103,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
7847104,0,1.284991846,29.1,2.274,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3347807,0,324.18028,87.9,18.15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8487805,0,0.530959357,84.4,2.417,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3336845,0,0.996864568,86.7,1.098,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3645282,0,0.673684895,51.1,1.161,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6026924,1,56.644452,104.6,16.551,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
6525280,0,1.710319812,43.6,2.983,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4861784,0,5.62978034,379.2,5.847,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
5876360,0,1.050852976,41694.0,1.6788,"[1, 2, 3, 4, 5, 6, 7, 8]",8,Kepler
3732972,0,1.540398683,73.0,1.5676,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
3244792,1,3.0570982,144.0,3.571,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8743082,0,365.25921,529.0,13.74,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9142742,0,372.72688,331.7,12.751,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6891513,0,9.9398272,478.6,4.1198,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4579598,0,0.866346,116.4,2.011,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
7777522,0,0.885129679,177.3,3.156,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
9305012,0,56.898749,514.0,3.522,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
